Date,Country,City
2021-10-17 19:13:19,Brazil,Arapiraca
2018-08-10 05:48:23,India,Jodhpur
2022-11-23 12:57:43,Brazil,Santa Vitória do Palmar
2018-02-28 13:51:55,United States,Wilsonville
2021-02-18 12:40:38,Japan,Takasago
2016-10-12 13:21:00,India,Amreli
2020-12-20 07:53:09,Brazil,Salitre
2021-02-20 21:58:18,Canada,Valley East
2021-08-20 05:49:26,Germany,Freiburg
2022-02-27 00:39:40,United Kingdom,Islington
2018-04-04 20:30:22,Mexico,Cuauhtémoc
2024-02-07 20:52:39,Spain,Fuengirola
2017-01-31 23:26:15,Brazil,Balneário Rincão
2025-05-30 02:27:07,Japan,Iwamizawa
2016-02-10 09:24:16,Brazil,Pojuca
2024-01-17 20:28:49,Brazil,Candeias
2025-10-10 14:28:58,Brazil,Pirapora do Bom Jesus
2016-08-18 06:38:16,United States,Cedar Hill
2019-08-05 06:11:37,Brazil,Itararé
2018-07-29 10:31:51,India,Kalinjur
2024-10-14 00:40:29,United States,Hayesville
2021-12-06 17:16:55,United States,Auburndale
2017-01-05 00:05:42,Germany,Singen
2023-07-17 09:03:27,India,Sāhibganj
2019-05-22 00:31:50,Canada,Vaughan
2023-05-14 04:46:51,Brazil,Pacajá
2021-04-29 18:07:43,India,Kishanganj
2020-10-20 06:19:32,United States,Oklahoma City
2019-08-14 12:54:29,India,Pānihāti
2017-03-31 04:54:17,Germany,Ditzingen
2016-04-17 00:26:44,United Kingdom,Broxburn
2019-03-13 19:25:36,Germany,Salzgitter
2019-08-18 16:43:04,Brazil,Remanso
2017-08-24 00:28:16,Brazil,Cidade Ocidental
2017-11-23 09:14:09,United States,Shreveport
2024-11-14 08:47:16,India,Bāli
2024-03-20 12:32:32,Italy,San Felice A Cancello
2016-11-25 14:21:57,Mexico,San Lorenzo Acopilco
2023-09-25 07:48:17,India,Murwāra
2021-06-10 12:41:30,India,Muhammadābād
2021-10-21 06:20:24,Japan,Ginan
2022-06-02 23:00:33,United States,Pinellas Park
2023-02-12 15:34:33,India,Ajaigarh
2024-03-07 07:07:38,India,Srīnagar
2020-05-29 12:01:51,India,Mau Aimma
2019-05-15 19:33:22,Germany,Rostock
2017-12-04 03:49:05,United States,St. Johns
2020-05-28 14:24:15,Brazil,Jijoca de Jericoacoara
2023-09-15 18:21:46,India,Garui
2022-01-19 04:18:10,Japan,Ishikawa
2020-09-14 10:13:49,United States,Bountiful
2025-01-23 13:56:43,Brazil,Planaltina
2024-06-16 00:42:29,United States,Fairfield
2021-02-18 15:43:31,India,Kodīnar
2020-08-02 16:30:13,India,Alīgarh
2021-07-16 14:06:02,India,Chikhli
2022-06-03 19:22:17,Spain,Porta
2017-05-11 22:54:19,India,Suket
2023-01-30 03:46:43,Germany,Luckenwalde
2019-10-02 15:27:50,India,Vīsāvadar
2015-12-23 13:15:22,France,Besançon
2020-03-10 04:01:10,United Kingdom,Plumstead
2021-09-29 18:16:31,United States,Country Club
2025-06-28 17:16:58,Japan,Kurobe-shi
2017-06-21 23:31:42,United States,Walnut Park
2023-05-23 18:02:48,United Kingdom,Fylde
2021-03-13 07:09:27,Australia,Mount Gambier
2022-11-30 01:33:38,Japan,Takanabe
2016-09-01 16:32:43,United States,Gainesville
2019-04-12 00:44:36,Brazil,Coreaú
2884.63,2019-04-18 00:02:12,India,North Jason
2018-05-18 01:28:21,France,Paris 12e Arrondissement
2021-04-14 19:06:46,Japan,Abashiri
2024-07-23 14:22:34,United States,Hunt Valley
2020-10-09 02:08:15,Brazil,Camaquã
2024-07-14 10:18:59,Japan,Imarichō-kō
2018-11-09 19:02:12,Spain,Igualada
2019-11-19 03:24:17,Brazil,Riachão do Jacuípe
2022-06-21 18:31:30,Brazil,Itapagé
2022-08-07 10:26:31,India,Rājgurunagar
2024-11-23 08:17:15,United States,Parkersburg
2018-04-24 09:35:20,United Kingdom,Barnet
2019-02-26 18:44:57,Spain,Priego de Córdoba
2018-07-23 17:36:37,Brazil,Crateús
2019-11-11 22:03:08,Brazil,Mata de São João
2024-12-08 00:14:51,Spain,Pamplona
2024-10-05 00:20:46,Brazil,Panambi
2024-01-29 14:03:18,India,Manjhanpur
2019-11-25 18:36:03,Japan,Kamigōri
2022-06-28 22:52:22,Brazil,Parque Do Carmo
2016-02-21 18:15:53,India,Brajarajnagar
2022-12-16 17:49:42,Germany,Regensburg
2020-05-28 00:18:32,India,Mandamarri
2019-04-07 05:36:52,Brazil,Pinhalzinho
2020-10-10 05:47:50,Japan,Ōi
2024-12-17 07:52:54,Spain,Tomares
2021-09-02 11:43:51,Spain,Puerto del Rosario
2025-05-12 11:04:26,India,Kāveripatnam
2022-05-26 12:19:57,Italy,Porto San Giorgio
2024-11-11 23:45:13,India,Rāmpura
2020-04-07 05:38:59,Brazil,Inhambupe
2023-08-21 09:02:40,India,Neem ka Thana
2021-04-26 18:41:49,Germany,Schlüchtern
2020-08-18 11:23:31,Japan,Kanekomachi
2020-04-15 07:25:57,United States,South Burlington
2017-06-29 17:25:31,India,Attur
2018-12-26 09:50:07,India,Paravūr Tekkumbhāgam
2021-10-20 14:43:29,United States,Hunt Valley
2015-10-30 02:26:41,United States,Spanaway
2023-03-19 01:24:33,India,Shrirampur
2015-10-27 03:48:39,Mexico,Maravatío de Ocampo
2021-11-15 08:37:37,Japan,Ishinomaki
2023-09-09 17:55:27,Japan,Hidaka
2022-05-12 14:14:34,India,Haludbani
2021-12-21 11:28:36,United States,Lexington
2019-08-06 06:30:41,India,Beldānga
2018-07-13 04:34:29,India,Pugalūr
2021-12-29 22:37:52,Spain,Media Legua
2018-01-19 13:29:47,India,Kovilpatti
2020-12-16 20:49:01,Spain,Llíria
2021-06-18 17:32:37,Germany,Kevelaer
2023-03-25 00:40:04,India,Sisauli
2023-11-03 18:47:02,United States,West Babylon
2018-06-04 00:47:59,Germany,Buckow
2017-11-10 22:49:01,Brazil,Nova Petrópolis
2017-03-11 12:26:03,India,Bhiwadi
2024-10-20 04:26:15,France,Marignane
2025-10-11 22:02:18,United States,Streetsboro
2019-08-03 06:18:47,Spain,Almagro
2019-02-03 21:54:49,United States,Oxnard
2021-09-10 00:33:51,India,Kappiyara
2016-06-14 08:45:07,Italy,Tor Lupara
2017-04-08 04:03:17,Brazil,Palmitos
2017-01-17 23:44:33,Germany,Itzehoe
2016-03-13 08:04:50,Brazil,Guarapuava
2024-02-14 03:14:27,India,Durg
2019-02-04 13:42:01,Spain,Carballo
2023-01-08 14:03:27,United States,Gardner
2024-05-11 20:34:02,Germany,Bad Waldsee
2020-07-26 06:23:28,India,Thodupuzha
2020-12-05 03:43:20,Japan,Minoh
2023-03-02 05:38:53,United States,East Brunswick
2025-06-07 20:44:02,United States,Asheville
2021-07-18 16:03:13,Germany,Eppendorf
2021-09-14 21:11:03,France,Saint-Vincent de Paul
2021-03-26 21:30:06,Mexico,San Miguel el Alto
2024-06-04 16:32:08,United Kingdom,Rawmarsh
2022-05-03 23:48:48,United States,Sugar Hill
2021-11-05 06:37:57,United Kingdom,Chapeltown
2018-11-07 17:37:50,Brazil,Altamira
2021-04-23 15:59:28,India,Kadayal
2021-12-27 21:13:26,Japan,Yasu
2025-08-19 22:41:56,Germany,Fischeln
2021-10-23 18:25:31,Australia,Footscray
2016-11-19 13:20:03,India,Bhānpura
2019-07-02 14:51:02,United States,Cheyenne
2023-09-25 23:25:57,United States,Temple Terrace
2021-02-02 04:57:20,Brazil,Jenipapo dos Vieiras
2017-08-02 00:45:22,United Kingdom,Rawtenstall
2018-01-22 15:06:38,United States,New Orleans
2019-01-05 17:04:07,Mexico,Río de Teapa
2016-10-27 20:26:23,Brazil,São Leopoldo
2020-05-12 07:45:16,Italy,Bussolengo
2022-09-14 16:28:45,United States,Calhoun
2024-05-19 17:52:32,Brazil,Jaguaruana
2025-06-16 09:31:07,Brazil,Belém
2017-12-07 05:02:52,United States,East Brunswick
2018-05-16 14:25:13,India,Dongargarh
2025-08-01 02:02:17,Italy,Caltagirone
2023-07-22 13:38:01,Brazil,Monte Sião
2019-07-01 09:06:14,Brazil,Santa Luzia
2018-07-21 16:32:49,Brazil,Benjamin Constant
2024-03-22 14:21:02,France,Saint-Leu
2020-01-31 20:02:24,France,Saint-Avold
2025-01-05 02:20:04,United Kingdom,Sandhurst
2018-08-08 19:09:10,Japan,Tomigusuku
2022-08-01 20:31:50,United States,Lutherville-Timonium
2018-08-11 16:08:15,United States,Eldersburg
2022-05-02 00:52:50,India,Raisen
2024-01-16 14:29:49,United States,Bustleton
2022-12-17 11:01:24,Japan,Sakata
2018-01-05 00:45:59,Brazil,Barra de São Francisco
2024-01-20 10:01:47,India,Salangaippālaiyam
2018-12-29 19:49:24,Brazil,São Manuel
2019-12-08 16:59:17,Spain,Villanueva del Pardillo
2021-08-29 05:05:09,Japan,Machiya
2021-12-15 00:49:40,United States,Carlsbad
2018-01-10 12:04:26,Brazil,Cipó
2019-03-11 14:17:35,India,Khadki
2021-05-15 18:21:47,United States,Shelton
2017-08-21 06:01:51,Germany,Neu-Anspach
2018-07-09 05:04:07,India,Kottayam
2020-11-04 14:54:53,United Kingdom,Newcastle under Lyme
2018-01-12 02:59:22,India,Bāwal
2019-06-07 06:24:59,United States,San Carlos
2022-04-02 22:08:04,United Kingdom,Bridlington
2023-01-14 14:31:35,United States,Otsego
2023-05-14 00:37:27,India,Rehli
2024-04-10 18:11:16,France,Moissy-Cramayel
2020-07-21 02:21:41,Germany,Ettlingen
2018-07-21 20:14:23,Germany,Freital
2016-08-27 06:14:04,France,Rouen
2020-09-04 13:49:23,India,Kāndi
2017-01-22 21:53:43,United States,North Kingstown
2023-11-08 20:35:37,Brazil,São Miguel do Araguaia
2017-04-23 18:41:05,Germany,Nürnberg
2021-06-21 19:31:32,Canada,Yorkton
2023-02-23 20:13:35,Spain,Andújar
2020-05-10 11:19:05,India,Vadlapūdi
2020-08-03 10:08:18,Brazil,Santa Isabel
2019-03-18 03:05:55,India,Anshing
2024-05-18 11:14:05,Brazil,Caculé
2019-08-02 16:55:18,Brazil,Teolândia
2019-11-10 16:42:20,Germany,Meschede
2020-03-06 16:30:05,United States,Temple Terrace
2018-06-30 22:12:10,United States,Waipahu
2019-03-18 06:03:55,India,Visakhapatnam
2017-08-16 05:14:56,India,Margherita
2016-05-06 05:37:28,Germany,Selm
2017-07-07 20:57:08,Germany,Kassel
2019-07-29 09:02:19,United States,Wilson
2025-04-18 09:21:44,Japan,Hachinohe
2024-02-28 08:54:56,United States,Woodstock
2024-01-11 02:38:51,Brazil,Açailândia
2022-06-14 11:45:45,Japan,Umi
2018-07-17 17:55:08,United Kingdom,Colwyn Bay
2025-09-03 07:23:04,Japan,Nagahama
2016-08-25 16:15:29,India,Ambāh
2025-01-29 21:58:36,Japan,Oji
2015-12-02 00:32:42,Canada,Kamloops
2017-03-17 18:42:28,United Kingdom,Hemel Hempstead
2020-07-17 01:04:31,United States,‘Ewa Beach
2019-01-08 16:59:39,United Kingdom,Coalville
2025-05-07 11:57:34,United Kingdom,Ponders End
2023-03-24 18:11:07,Mexico,Comitán
2017-06-25 23:46:13,Spain,La Laguna
2016-12-04 10:22:45,United States,Leisure City
2015-12-31 20:30:34,Canada,Waterfront Communities-The Island
2020-01-27 14:49:18,India,Karmāla
2023-03-08 21:58:13,United States,Sand Springs
2020-11-13 17:24:24,France,Lyon 02
2022-05-29 05:38:22,Brazil,Ilhabela
2021-05-19 23:27:08,Brazil,Cachoeiras de Macacu
2021-04-17 14:21:55,Brazil,Guaporé
2023-12-09 12:32:56,Canada,Jonquière
2022-05-08 11:37:55,France,Épinay-sur-Seine
2023-06-17 16:24:36,United States,Carbondale
2025-06-29 10:48:32,Italy,Casa Santa
2025-01-07 06:05:11,Spain,Arona
2021-10-08 08:57:52,Spain,Lloret de Mar
2019-08-29 21:18:03,United States,Union City
2017-08-18 04:15:36,India,Krishnarājāsāgara
2024-03-12 14:18:06,Brazil,Ponta Porã
2015-12-15 02:02:38,Canada,Halton Hills
2018-07-04 19:35:13,Italy,Aversa
2022-11-24 10:09:44,Brazil,Uauá
2024-09-20 14:39:39,Brazil,Santana do Araguaia
2022-12-12 19:03:36,Brazil,Mata Grande
2016-04-05 11:07:41,United States,Long Beach
2024-08-23 22:15:38,United Kingdom,Glenrothes
2025-02-01 08:08:44,Germany,Brilon
2020-06-06 13:47:05,India,Nānjikkottai
2016-03-21 11:18:21,United States,Franklin
2018-07-20 08:31:44,United States,Gastonia
2018-01-06 15:39:44,United States,Joint Base Pearl Harbor Hickam
2018-06-25 04:38:56,Canada,Downsview-Roding-CFB
2021-01-13 15:26:08,Brazil,Rio Grande
2018-04-11 14:32:59,United States,Sparks
2016-07-06 05:31:20,India,Un
2018-11-01 06:15:39,France,Villejuif
2017-07-02 18:09:38,Brazil,Petrolândia
2023-10-16 21:18:08,United States,Yakima
2020-12-30 08:46:51,Italy,Giovinazzo
2022-07-17 09:12:48,United States,College Point
2018-08-05 02:18:57,Brazil,Barra de São Francisco
2022-12-03 05:55:48,Spain,Quintana
2018-02-01 12:35:35,Japan,Ryūō
2021-05-17 17:22:40,Brazil,Igaraçu do Tietê
2024-12-22 23:36:55,United Kingdom,St Albans
2023-10-09 00:50:08,United Kingdom,Rawtenstall
2022-10-20 07:54:26,Japan,Ushitsu
2018-09-25 20:29:20,India,Āndippatti
2016-11-14 21:46:09,India,Reoti
2023-05-27 15:49:56,United States,Broad Ripple
2018-05-05 20:51:18,Japan,Ōtake
2016-03-05 06:44:28,India,Sorada
2018-01-29 13:55:52,United States,The Woodlands
2017-12-17 09:48:16,Japan,Nanto
2019-10-02 20:27:13,India,Jalgaon
2021-10-25 08:03:32,Japan,Hirakata
2020-02-28 22:21:55,United States,East Independence
2021-09-30 08:33:50,United States,Elk River
2020-12-01 19:16:35,Japan,Izumisano
2018-12-27 10:54:27,India,Lakhīmpur
2016-05-27 10:29:01,Italy,Carpi Centro
2019-02-02 20:27:17,France,Tourcoing
2020-07-31 01:06:38,Italy,Nichelino
2021-01-12 10:06:07,India,Pāmūru
2022-12-31 00:35:57,Brazil,São Mateus
2016-05-12 16:48:26,India,Pune
2019-09-08 16:16:07,Germany,Gaggenau
2023-05-19 07:16:35,Spain,Sant Martí
2025-07-22 12:59:38,Germany,Schöneberg
2016-01-30 08:35:59,India,Sir Muttra
2025-10-08 03:49:34,United States,Lakewood
2023-07-19 14:25:36,Canada,Danforth East York
2019-05-08 02:05:50,India,Pichor
2017-04-22 16:04:02,Mexico,Emiliano Zapata
2020-03-24 14:47:17,India,Kondapalle
2017-07-14 11:19:02,United States,Scottsdale
2017-10-22 01:46:27,Japan,Minamibōsō
2019-07-20 17:24:01,Brazil,Itambacuri
2023-04-21 13:33:52,Canada,Haney
2017-04-16 21:57:42,United States,Salisbury
2021-01-07 00:04:05,India,Nūrpur
2023-01-15 01:28:56,Spain,Valdezarza
2022-02-09 06:02:00,India,Mudhol
2021-03-20 20:09:37,India,Aramboli
2020-04-06 10:26:14,France,Guéret
2018-05-04 16:05:14,United States,Evans
2022-07-22 18:13:46,United States,Van Buren
2020-01-02 00:32:41,United States,Helena
2021-02-08 10:29:49,United States,Orange
2018-08-18 08:06:40,Brazil,Charqueada
2024-01-27 02:57:36,Japan,Kasukabe
2017-07-15 07:16:34,Japan,Ōshū
2016-03-20 04:56:49,Canada,Langford
2019-06-23 23:59:01,Japan,Ina
2021-07-24 09:20:31,Germany,Wunstorf
2023-04-15 20:06:58,Australia,Kallangur
2017-11-30 01:36:27,Japan,Unnan
2018-05-21 21:56:30,Italy,Fermo
2021-08-21 02:50:31,United States,Spring Hill
2021-05-12 19:48:37,India,Tirkadavūr
2022-11-04 19:18:56,India,Dhekiajuli
2019-08-09 07:14:29,Italy,Voghera
2024-09-25 07:36:54,France,Lorient
2024-07-08 16:59:09,India,Pīlibhīt
2018-03-08 09:44:29,Japan,Kanegusuku
2017-05-04 02:16:05,United Kingdom,Peterlee
2019-12-02 18:57:07,Brazil,Balneário Arroio do Silva
2018-11-07 03:51:13,United States,Sterling Heights
2023-11-21 05:05:30,Brazil,Cacoal
2021-05-01 06:05:14,India,Bāgepalli
2019-10-02 23:52:40,Germany,Stuttgart-Ost
2021-10-24 15:57:33,Japan,Tome
2023-04-27 14:49:15,United States,Riverbank
2023-07-18 19:28:16,United Kingdom,Cheltenham
2018-02-09 00:51:34,Brazil,Peruíbe
2024-05-13 08:44:03,Japan,Ibara
2022-04-19 02:02:34,Mexico,Fraccionamiento Real Palmas
2016-05-30 08:54:59,Brazil,Queimados
2024-05-24 07:20:04,India,Charipara
2021-09-11 00:46:03,India,Vandiyūr
2022-09-07 20:38:57,Spain,Santa Perpètua de Mogoda
2016-03-18 13:10:28,India,Chittūr
2022-03-07 14:12:17,Germany,Günzburg
2018-12-28 10:31:18,Spain,Montijo
2023-11-09 13:18:06,United Kingdom,Antrim
2018-02-06 21:29:36,Italy,Lainate
2018-11-08 08:24:10,United Kingdom,Harwich
2018-06-05 23:11:30,United States,Swansea
2019-08-06 21:04:56,United States,Slidell
2019-01-01 07:24:05,Spain,la Maternitat i Sant Ramon
2017-02-26 16:49:43,United States,Victorville
2022-11-21 08:10:05,Germany,Einbeck
2025-06-07 06:44:16,Germany,Lingen
2018-04-12 16:37:35,United Kingdom,Yeovil
2019-12-26 11:10:44,Japan,Yoshinogawa
2017-04-07 15:31:48,Brazil,Sooretama
2017-08-16 09:39:52,India,Dindigul
2023-10-16 06:57:12,Spain,Massamagrell
2024-06-02 18:43:15,Spain,Terrassa
2021-03-23 01:05:14,Spain,Argüelles
71.57,2046-01-09 20:47:22,United States,Richmond
2016-07-01 11:30:45,Canada,York University Heights
2022-12-26 00:39:22,Canada,Gordon Head
2017-07-22 07:44:11,India,Mawlai-Mawïong
2017-10-04 17:11:20,Brazil,Ijuí
2015-12-05 15:40:46,United States,Cullman
2017-10-08 08:01:12,Spain,Marín
2025-01-02 22:32:13,Canada,North St.James Town
2018-06-22 03:29:04,India,Karjan
2018-06-17 05:28:30,India,Tiruvalla
2017-07-11 08:29:12,United States,Elk Grove Village
2022-01-08 20:36:37,Japan,Noboribetsu
2019-11-30 09:05:58,Japan,Kisarazu
2024-10-11 03:55:04,India,Dhār
2024-11-28 13:45:24,Italy,Castel Maggiore
2019-10-12 14:19:50,United States,Brookfield
2022-12-05 00:05:59,Germany,Pinneberg
2023-09-29 07:05:15,Brazil,Campo Maior
2016-07-14 09:43:09,India,Panjim
2017-10-19 00:16:55,United Kingdom,Bowthorpe
2025-06-22 15:59:29,India,Dīg
2019-03-31 12:13:34,India,Irimbiliyam
2021-11-05 22:04:48,United States,Vacaville
2017-10-22 01:39:58,Spain,San Bartolomé
2022-05-18 23:19:52,United States,Dixon
2025-09-22 17:56:53,Germany,Neu Wulmstorf
2023-11-18 06:31:09,Canada,Kensington-Cedar Cottage
2017-10-24 14:03:12,France,Marseille
2019-01-16 20:47:58,United States,Herndon
2023-12-15 05:48:42,Germany,Oer-Erkenschwick
2017-08-02 14:07:35,Australia,Mulgrave
2018-08-25 12:24:32,United Kingdom,Selby
162.32,2051-06-08 11:34:48,United Kingdom,Southsea
2018-12-18 20:44:28,United States,Artesia
2020-06-07 20:18:48,India,Pīpri
2018-11-22 10:10:44,France,Firminy
2015-11-11 09:26:58,India,Modāsa
2021-04-13 10:46:22,India,Rājgarh
2024-06-08 11:03:34,Brazil,São Domingos do Prata
2021-12-03 11:37:11,Japan,Edogawe
2022-11-20 08:16:06,Germany,Hattingen
2017-12-15 17:59:17,India,Junnar
2021-03-02 13:25:21,Japan,Hirokawa
2022-12-24 11:43:15,India,Pālitāna
2017-01-21 20:14:40,India,Chittūr
2016-09-20 01:06:18,India,Hārij
2017-11-09 19:48:46,India,Kusum Pur
2022-09-05 16:40:29,India,Pāppākurichchi
2025-02-06 20:41:52,Brazil,Varjota
2017-01-10 23:38:24,United States,Sebastian
2019-06-03 22:15:15,United Kingdom,Rawmarsh
2021-08-17 06:16:07,India,Jalārpet
2015-12-26 11:20:28,Spain,Tui
2025-10-10 02:48:48,Spain,Almendrales
2022-08-07 23:07:39,Brazil,Sarzedo
2023-01-26 17:36:38,United States,Wellesley
2018-04-04 21:49:02,Brazil,Janaúba
2025-07-18 16:49:05,Spain,Alameda de Osuna
2016-06-16 00:11:04,Australia,Mount Isa
2025-07-16 22:36:06,Brazil,Cachoeira do Arari
2023-06-24 16:41:53,Japan,Daigo
2024-09-28 01:43:08,Italy,Bressanone
2022-12-25 11:45:00,United States,Laurel
2022-08-15 00:31:38,India,Pachor
2016-01-26 04:09:54,Brazil,Maruim
2019-02-03 01:50:31,India,Dombivali
2020-12-10 14:13:49,India,Chik Ballāpur
2019-11-02 09:48:32,United States,Nanuet
2021-03-12 05:46:39,India,Pāthardi
2021-05-17 00:02:40,Brazil,Santa Rita
2021-01-01 20:46:58,Brazil,Raposos
2015-12-14 00:17:30,United States,Rockville Centre
2025-09-07 11:06:58,India,Padmanābhapuram
2017-11-17 22:22:04,Brazil,Valinhos
2024-06-21 15:08:23,United States,Miramar
2018-11-17 19:28:58,Germany,Gelsenkirchen
2022-01-14 13:58:33,Japan,Takeo
2018-07-21 20:47:05,Italy,Palagonia
2019-07-25 16:51:30,India,Vishāram
2020-12-12 04:45:47,Brazil,Valinhos
2017-05-09 10:06:34,United Kingdom,Stowmarket
2018-03-30 06:51:45,United Kingdom,Keighley
2023-06-03 07:01:00,Spain,Carballo
2019-02-21 02:31:17,India,Karād
2017-03-15 13:12:25,Japan,Fukura
2017-04-23 22:31:55,Brazil,Jaguaruana
2018-01-26 22:48:12,United States,Raytown
2025-06-05 07:37:30,Germany,Freiberg am Neckar
2022-06-04 00:30:11,India,Narsinghgarh
2018-04-20 01:23:10,Spain,Aranjuez
2023-03-25 00:00:50,Brazil,Picos
2020-12-23 01:44:33,India,Jaipur
2022-03-07 18:00:04,India,Somandepalle
2016-03-07 04:01:37,Brazil,Araçariguama
2020-02-26 04:14:40,Germany,Wedel
2022-12-12 09:32:08,India,Attingal
2023-05-09 04:55:15,Canada,O'Connor-Parkview
2025-02-13 00:38:10,India,Gauripur
2019-04-13 09:13:33,Japan,Tosu
2019-12-28 12:19:33,Germany,Idar-Oberstein
2023-07-13 03:04:40,United Kingdom,Carterton
2019-06-30 08:48:20,India,Kapadvanj
2021-09-29 08:29:45,United States,Rancho Cucamonga
2022-03-24 02:52:56,Japan,Shinagawa
2025-03-05 08:18:57,Germany,Bergedorf
2022-06-03 14:49:21,Japan,Kikuchi
2024-07-10 18:45:17,United States,East Haven
2024-04-11 13:54:09,Canada,Broadmoor
2024-06-26 10:50:52,India,Nizāmābād
2025-03-26 04:52:39,India,Jhānsi
2017-11-29 06:57:18,Brazil,Moreno
2025-04-28 10:18:28,Brazil,Brasília
2020-12-27 09:04:51,United States,Cullman
2024-03-31 05:17:17,Brazil,São Gonçalo do Amarante
2025-04-03 00:01:26,United States,Chicago Heights
2025-10-01 13:27:24,Japan,Shima
2023-03-10 00:05:27,France,Rodez
2025-02-16 06:12:08,India,Phirangipuram
2019-01-19 12:12:36,Germany,Völklingen
2020-03-23 19:14:41,India,Santrampur
2018-05-07 09:26:28,United States,Chapel Hill
2023-09-05 03:51:04,Germany,Halle-Neustadt
2019-03-09 01:06:06,Germany,Leipzig
2022-06-01 21:02:00,India,Bilāri
2018-05-26 15:15:10,United States,Statesboro
2023-10-26 03:28:07,India,Rabkavi-Banhatti
2023-07-26 20:44:22,Spain,Pollença
2016-08-07 09:16:15,Brazil,Pedra Preta
2015-11-11 00:15:54,Germany,Kamen
2069.38,2052-02-17 23:46:11,United States,Gardner
2024-02-21 21:17:21,Italy,Battipaglia
2022-04-07 11:50:34,France,La Crau
2015-12-18 07:14:56,United States,Everett
2018-09-21 02:22:08,Japan,Minamiuonuma
2025-07-22 15:25:30,Italy,Pianura
2019-11-01 06:17:08,Australia,Coogee
2018-01-18 00:29:55,India,Mokameh
2019-03-09 07:20:05,United States,South Jordan
877.58,2050-05-06 09:08:48,Australia,Wheelers Hill
2018-05-03 05:03:55,Mexico,Motul
2022-02-06 05:05:52,United Kingdom,Dover
2018-12-24 09:50:09,India,Babrāla
2016-11-13 14:12:44,Australia,Cranbourne
2019-04-30 18:11:40,Canada,Willoughby
2017-01-23 03:14:30,India,Rāman
2018-02-25 12:40:12,United States,Marblehead
2022-04-30 06:02:07,United States,Chino
2019-08-13 09:42:32,Italy,Chinatown
2015-11-05 20:59:13,Australia,Mount Waverley
2025-02-12 01:39:05,Brazil,Pelotas
2025-07-19 11:15:38,Canada,Kingsville
2020-03-05 18:57:45,Germany,Uslar
2024-01-30 21:31:53,India,Rajākheri
2016-06-12 14:43:35,India,Malkapur
2020-02-01 06:07:55,United States,Foothill Farms
2021-03-13 03:31:06,Canada,Norfolk County
2016-06-29 17:39:58,United States,Daly City
2023-05-10 13:27:03,Germany,Marienfelde
2018-01-01 20:46:00,Brazil,Arinos
2022-12-08 20:29:02,United Kingdom,Southsea
2019-07-03 10:15:15,United States,Johns Creek
2020-04-09 05:29:09,India,Nilakottai
2025-03-06 10:45:17,Japan,Setouchi
2024-11-11 03:01:23,Italy,San Pietro a Patierno
2024-05-07 04:09:45,Mexico,Ojo de Agua
2017-03-28 09:33:43,Italy,Vignola
2023-10-15 19:22:33,Japan,Higashimatsushima
2019-06-01 00:21:34,United States,Lakewood
2015-12-04 22:04:13,Brazil,Consolação
2016-05-17 14:01:09,France,Nice
2020-02-20 02:34:01,United States,Stow
2025-01-08 08:54:34,India,Biswanath Chariali
